orderNo,transNo,memberId,dueLoanAmt,realLoanAmt,acctTempId,orderState,orderStatus,orderType,repaymentPeriod,periodType,bankName,successTime,successLogicDate,crtTime,updTime,remittanceType,UPDATE_DAY
TQYJK20180908745Bi0ncg2,XDCL922D5DD96DF24FB7B431235199214883,100059710,100000,100000,420002,3,0,1,1,1,建设银行,,,08SEP2018:12:44:06,08SEP2018:12:44:11,0,20181102
TQYJK20180908Z5lphd3o00,,100059710,100000,100000,420002,2,0,1,1,1,建设银行,,,08SEP2018:12:44:25,,0,20181102
TQYJK20180908i0S2n07057,XDCL9A3356C42BBB4BC98EADC4FF8445F030,100059710,100000,100000,420002,99,2,1,1,1,建设银行,08SEP2018:12:45:20,08SEP2018,08SEP2018:12:45:04,08SEP2018:12:45:21,0,20181102
TQYJK201809089d27MJ6g88,XDCL5820E69085FA4CA894B0A8BE6BE5EE8E,101164690,100000,100000,420002,99,2,1,1,1,工商银行,08SEP2018:14:17:34,08SEP2018,08SEP2018:14:17:03,08SEP2018:14:17:34,0,20181102
TQYJK2018090862542J344v,XDCL9E02389393AE41528F8BB75F1AC8CAE1,101067438,130000,130000,420002,99,2,1,1,1,农业银行,08SEP2018:14:26:08,08SEP2018,08SEP2018:14:25:40,08SEP2018:14:26:08,0,20181102
TQYJK20180908ai9244Mz1I,XDCL03CB1A8A725B41D7A33676F1328476EA,10437356,100000,100000,420002,99,2,1,1,1,中国银行,08SEP2018:14:28:32,08SEP2018,08SEP2018:14:28:14,08SEP2018:14:28:32,0,20181102
TQYJK20180908869LG99940,XDCL377ECB20A8C648A79DAA0D58D956E14D,102735262,100000,100000,420002,3,0,1,1,1,中国建设银行,,,08SEP2018:14:44:54,08SEP2018:14:44:59,0,20181102
TQYJK20180908z3tg5zS2K9,XDCL0F71CA5BE5EC4C1DB966EA35B057C64E,102735262,100000,100000,420002,99,2,1,1,1,中国建设银行,08SEP2018:14:45:31,08SEP2018,08SEP2018:14:45:13,08SEP2018:14:45:31,0,20181102
TQYJK20180908S6LD2g113z,XDCL7B7DC097EC61424988F1510ACD9B5F81,101954339,140000,140000,420002,99,2,1,1,1,建设银行,08SEP2018:16:16:24,08SEP2018,08SEP2018:16:15:40,08SEP2018:16:16:24,0,20181102
TQYJK201809082R26MU54Xf,XDCL350C5A04E9EE48FFB0906AF1E053C95E,104581675,130000,130000,420002,99,2,1,1,1,建设银行,08SEP2018:16:18:03,08SEP2018,08SEP2018:16:17:42,08SEP2018:16:18:03,0,20181102
TQYJK2018090813vAT5h0T8,WZCL7E3B86DAE66042D1A2BB6A61C260FC90,103691581,100000,100000,420003,99,2,1,1,1,工商银行,08SEP2018:18:18:59,08SEP2018,08SEP2018:18:18:43,08SEP2018:18:18:59,0,20181102
TQYJK201809080G7N554I0m,WZCL359ADDBD0BD144708A6E10A7C2770237,100747046,120000,120000,420003,99,2,1,1,1,建设银行,08SEP2018:18:31:04,08SEP2018,08SEP2018:18:30:48,08SEP2018:18:31:05,0,20181102
TQYJK201809081l980de53F,XDCL9739E4148F4C4488BB30F622D7C0CABB,10000982,60000,60000,420002,99,2,1,1,1,工商银行,08SEP2018:20:32:57,08SEP2018,08SEP2018:20:32:40,08SEP2018:20:32:57,0,20181102
TQYJK201809093Le42Qlg12,XDCL41B2EFEC4EB94225AAC708A2071671AF,104421711,100000,100000,420002,99,2,1,1,1,招商银行,09SEP2018:04:30:22,09SEP2018,09SEP2018:04:30:01,09SEP2018:04:30:23,0,20181102
TQYJK20180909aP41u3NJH5,XDCLCF1CD96B853A40D8B8A60DEBE6FBC5A2,104965744,130000,130000,420002,99,2,1,1,1,农业银行,09SEP2018:05:04:45,09SEP2018,09SEP2018:05:04:31,09SEP2018:05:04:45,0,20181102
TQYJK201809095yVM0SSSaJ,XDCLF51F3BD899C346C3BBC948B44C38CEE5,102709164,50000,50000,420002,99,2,1,1,1,建设银行,09SEP2018:08:06:42,09SEP2018,09SEP2018:08:06:02,09SEP2018:08:06:42,0,20181102
TQYJK20180909Nja724pTd9,XDCL6925C2DA70134DF8B69A5F5B86CDB880,10018902,200000,200000,420002,99,2,1,3,1,农业银行,09SEP2018:08:56:55,09SEP2018,09SEP2018:08:56:41,09SEP2018:08:56:55,0,20181102
TQYJK20180909IY9qazLKvJ,XDCL5377327006E24EA58CB01CE02E828E31,10066258,140000,140000,420002,99,2,1,1,1,农业银行,09SEP2018:10:22:54,09SEP2018,09SEP2018:10:22:40,09SEP2018:10:22:54,0,20181102
TQYJK20180909010QJ00489,XDCL052ED8B4BC5C42CAA7924163C05DD73A,103182411,160000,160000,420002,99,2,1,1,1,交通银行,09SEP2018:10:31:51,09SEP2018,09SEP2018:10:31:36,09SEP2018:10:31:52,0,20181102
TQYJK201809090H4RA0JDr7,XDCL6002460A694E40E8A80D5BA5D9933D18,104806967,100000,100000,420002,99,2,1,1,1,建设银行,09SEP2018:10:32:42,09SEP2018,09SEP2018:10:32:25,09SEP2018:10:32:42,0,20181102
TQYJK20180909x279Z9aQ6D,XDCLDF682844BCC3459E9A8A5C0C0E30647E,102004528,340000,340000,420002,99,2,1,3,1,中国邮政储蓄银行,09SEP2018:11:18:38,09SEP2018,09SEP2018:11:18:23,09SEP2018:11:18:39,0,20181102
TQYJK20180909j7C52D1jjK,WZCL53E45D8847FE466392A14EF0E6FE9F22,10211148,1000000,1000000,420005,99,2,1,12,2,建设银行,09SEP2018:12:37:18,09SEP2018,09SEP2018:12:37:02,09SEP2018:12:37:22,0,20181102
TQYJK2018090985EV2N0wA1,WZCL82E18AAA60D34AB29E315845C8D971E2,10211148,1000000,1000000,420005,99,2,1,12,2,建设银行,09SEP2018:12:47:42,09SEP2018,09SEP2018:12:47:27,09SEP2018:12:47:45,0,20181102
TQYJK20180909Su2U540kQf,XDCLBB89BE2726C649048D632D2E70A81E0C,10466364,130000,130000,420002,99,2,1,1,1,工商银行,09SEP2018:13:02:49,09SEP2018,09SEP2018:13:02:35,09SEP2018:13:02:49,0,20181102
TQYJK20180909q16612G4q4,XDCLD53C53648BF041E988F75D0E0407939F,100154238,130000,130000,420002,99,2,1,1,1,建设银行,09SEP2018:13:29:10,09SEP2018,09SEP2018:13:28:43,09SEP2018:13:29:10,0,20181102
TQYJK201809092suYjD5m0W,WZCLEB579F1D34774C598C29C5EEEA67A2C0,100953910,70000,70000,420003,99,2,1,1,1,农业银行,09SEP2018:15:06:10,09SEP2018,09SEP2018:15:05:43,09SEP2018:15:06:11,0,20181102
TQYJK20180909p0tN34Eqoj,,102742414,160000,160000,420003,2,0,1,3,1,招商银行,,,09SEP2018:15:42:43,,0,20181102
TQYJK20180909kg71N736Ut,WZCLAB6D1A2C6B2244B48F36033222980A90,102742414,160000,160000,420003,99,2,1,3,1,招商银行,09SEP2018:15:43:10,09SEP2018,09SEP2018:15:42:49,09SEP2018:15:43:11,0,20181102
TQYJK20180909S72PfU4N5i,XDCLCB0F199BF4CE406D908F0E2FB5E2B1CC,104649109,140000,140000,420002,99,2,1,1,1,中国银行,09SEP2018:16:05:15,09SEP2018,09SEP2018:16:05:00,09SEP2018:16:05:15,0,20181102
TQYJK20180909n1MwqBhV11,XDCL142DD4DB4C2D4D1EB89BDA7FA7B0C368,10147106,90000,90000,420002,99,2,1,1,1,招商银行,09SEP2018:20:05:44,09SEP2018,09SEP2018:20:05:24,09SEP2018:20:05:45,0,20181102
TQYJK20180910OY1bN506F7,XDCLA91DF52C77FF452998B18E7F3192A4D1,103182411,360000,360000,420002,99,2,1,1,1,交通银行,10SEP2018:00:55:27,10SEP2018,10SEP2018:00:55:10,10SEP2018:00:55:27,0,20181102
TQYJK20180910cV5d83M25c,,102586997,230000,230000,420002,2,0,1,3,1,工商银行,,,10SEP2018:05:47:03,,0,20181102
TQYJK201809108ZQ5N4Ev6z,XDCLC4E8A65E27D0414A91E8F6384C467416,102778766,340000,340000,420002,99,2,1,3,1,招商银行,10SEP2018:08:07:11,10SEP2018,10SEP2018:08:06:56,10SEP2018:08:07:11,0,20181102
TQYJK20180910J04U13v8dX,XDCL0E7DA32D47EF43309F40936DCECAA251,105033716,70000,70000,420002,99,2,1,1,1,建设银行,10SEP2018:08:53:01,10SEP2018,10SEP2018:08:52:15,10SEP2018:08:53:01,0,20181102
TQYJK20180910yB3Vjw2MUm,XDCL2C42640F8C57417FA32DE2A81C238BE5,104260360,100000,100000,420002,99,2,1,1,1,农业银行,10SEP2018:10:08:55,10SEP2018,10SEP2018:10:08:38,10SEP2018:10:08:56,0,20181102
TQYJK201809104X055C23j6,XDCL20520F3D951D4EDD88BF4C363ACBFEB6,102777852,280000,280000,420002,99,2,1,3,1,建设银行,10SEP2018:10:33:33,10SEP2018,10SEP2018:10:33:06,10SEP2018:10:33:34,0,20181102
TQYJK20180910p7zWvAo24f,XDCL54B28AC4BC20426F828CAA189236708D,101679304,140000,140000,420002,99,2,1,1,1,工商银行,10SEP2018:11:14:06,10SEP2018,10SEP2018:11:13:52,10SEP2018:11:14:07,0,20181102
TQYJK201809102weF6F952F,XDCL2C8CFA4AA4CF4D179F379E0A16C90966,102702019,80000,80000,420002,99,2,1,1,1,交通银行,10SEP2018:11:45:08,10SEP2018,10SEP2018:11:44:46,10SEP2018:11:45:08,0,20181102
TQYJK2018091029A3Rh72sy,XDCLA5944FCBF2E142DC90E6BF1F4C16B861,101122484,270000,270000,420002,99,2,1,1,1,建设银行,10SEP2018:12:04:44,10SEP2018,10SEP2018:12:04:24,10SEP2018:12:04:44,0,20181102
TQYJK20180910sq4QYv0179,XDCL259F214A52174C608B7E28BB57EFC324,100188927,130000,130000,420002,99,2,1,1,1,中国工商银行,10SEP2018:12:27:20,10SEP2018,10SEP2018:12:27:00,10SEP2018:12:27:20,0,20181102
TQYJK20180910e06LX5R9e5,XDCLAF6867E46D6E49A48A3D9E9C60261921,102697471,140000,140000,420002,99,2,1,1,1,招商银行,10SEP2018:13:08:07,10SEP2018,10SEP2018:13:07:49,10SEP2018:13:08:07,0,20181102
TQYJK201809105GOysh8u1C,XDCL9ACE480EC89A41F3931D6F1341E9D551,101804311,130000,130000,420002,99,2,1,1,1,中国银行,10SEP2018:13:32:25,10SEP2018,10SEP2018:13:32:09,10SEP2018:13:32:25,0,20181102
TQYJK2018091057436w2HX7,XDCL57793D43C3FA4CF08D1793E18013415A,103069072,320000,320000,420002,99,2,1,3,1,建设银行,10SEP2018:13:38:21,10SEP2018,10SEP2018:13:38:06,10SEP2018:13:38:21,0,20181102
TQYJK201809106025D78zCT,XDCLC25856F00E4F4AD99932AEFCF9C9B9B2,100205131,300000,300000,420002,3,0,1,3,1,中国建设银行,,,10SEP2018:15:05:38,10SEP2018:15:06:06,0,20181102
TQYJK20180910156lCADNma,XDCLA3D52B877C754F078774C062A77151ED,100205131,300000,300000,420002,99,2,1,3,1,中国建设银行,10SEP2018:15:06:44,10SEP2018,10SEP2018:15:06:23,10SEP2018:15:06:44,0,20181102
TQYJK2018091089jN9FGNO6,XDCL8D5152E043094C989DFBEB9035F1ED9D,104624797,120000,120000,420002,99,2,1,1,1,工商银行,10SEP2018:15:23:21,10SEP2018,10SEP2018:15:23:06,10SEP2018:15:23:22,0,20181102
TQYJK2018091069M3Z16832,XDCL9F2D4C68FA9C4EEEA7C5D8E38F0E8ECA,104152598,130000,130000,420002,99,2,1,1,1,工商银行,10SEP2018:15:40:36,10SEP2018,10SEP2018:15:40:21,10SEP2018:15:40:36,0,20181102
TQYJK201809105pmUm91799,XDCL9553BDA070504A548402552373DC8703,101998852,390000,390000,420002,99,2,1,3,1,建设银行,10SEP2018:16:07:34,10SEP2018,10SEP2018:16:07:15,10SEP2018:16:07:34,0,20181102
TQYJK201809106B22RWUHLH,XDCLF927EFB0056841AA817506EDDA72A4F9,104557850,300000,300000,420002,99,2,1,3,1,交通银行,10SEP2018:16:14:06,10SEP2018,10SEP2018:16:13:52,10SEP2018:16:14:07,0,20181102
TQYJK20180910862v119h4Q,WZCLE3F783B40A19499FBE60B81FCAA863E5,100747046,120000,120000,420003,99,2,1,1,1,建设银行,10SEP2018:16:14:18,10SEP2018,10SEP2018:16:13:57,10SEP2018:16:14:19,0,20181102
TQYJK201809109C8I6Ppvu3,XDCL440657821E3345C6A782ABC3A01D9DF7,100521503,190000,190000,420002,3,0,1,3,1,工商银行,,,10SEP2018:16:31:42,10SEP2018:16:31:47,0,20181102
TQYJK20180910P400Z73o41,WZCLC193D4B91A8341928EE92F9F4649B45A,100427713,100000,100000,420003,99,2,1,1,1,民生银行,10SEP2018:16:36:59,10SEP2018,10SEP2018:16:36:31,10SEP2018:16:37:00,0,20181102
TQYJK20180910a67Wa68m46,XDCL87D265AB9E304AB8A25725752D2DC2D1,100521503,190000,190000,420002,99,2,1,3,1,工商银行,10SEP2018:16:39:46,10SEP2018,10SEP2018:16:39:25,10SEP2018:16:39:46,0,20181102
TQYJK201809106e4bj2p0A5,XDCL1EC2047E9F394881AC0C180C8E2535F9,101364524,90000,90000,420002,99,2,1,1,1,建设银行,10SEP2018:16:40:42,10SEP2018,10SEP2018:16:40:29,10SEP2018:16:40:42,0,20181102
TQYJK2018091085f83Lu909,WZCL67512772B4C945DD936445169DF48204,100901991,100000,100000,420003,99,2,1,1,1,建设银行,10SEP2018:17:04:44,10SEP2018,10SEP2018:17:04:30,10SEP2018:17:04:45,0,20181102
TQYJK201809103RK755U787,,10212136,90000,90000,420003,2,3,1,1,1,工商银行,,,10SEP2018:17:13:13,10SEP2018:17:14:20,0,20181102
TQYJK201809103S63SjNfAA,WZCL3D13C894EAEC4CACBDD2FB14A5882B14,10212136,90000,90000,420003,99,2,1,1,1,工商银行,10SEP2018:17:19:23,10SEP2018,10SEP2018:17:19:04,10SEP2018:17:19:24,0,20181102
TQYJK20180910Sub93VV8TX,XDCLE3A5B1A6B36E4799938CCD1E0B63CCBA,100917770,130000,130000,420002,3,0,1,1,1,交通银行,,,10SEP2018:17:35:34,10SEP2018:17:35:41,0,20181102
TQYJK20180910zJ15pIzHWt,XDCL9AEE38AEF48C4365AD3628243335A81B,100917770,130000,130000,420002,99,2,1,1,1,交通银行,10SEP2018:17:36:25,10SEP2018,10SEP2018:17:36:05,10SEP2018:17:36:26,0,20181102
TQYJK20180910L9jhy4Y2iY,WZCL2782D7037ABF45B6977EF8839B4AD692,102336382,780000,780000,420005,7,4,1,3,2,中国银行,10SEP2018:17:43:32,10SEP2018,10SEP2018:17:43:12,10SEP2018:17:50:02,0,20181102
TQYJK20180910U4oj378222,XDCLBBDB59D707B040698737D7BED98D799E,101098805,110000,110000,420002,99,2,1,1,1,工商银行,10SEP2018:17:44:46,10SEP2018,10SEP2018:17:44:33,10SEP2018:17:44:46,0,20181102
TQYJK201809103yq9HrS9xh,,101098805,110000,110000,,1,3,1,1,1,工商银行,,,10SEP2018:17:44:49,,,20181102
TQYJK20180910dNcclqGgA5,WZCL7741090B478A48F6AB5009C06CEB78D8,102336382,780000,780000,420005,7,4,1,3,2,中国银行,10SEP2018:17:54:40,10SEP2018,10SEP2018:17:54:20,10SEP2018:18:00:03,0,20181102
TQYJK20180910U9BZr8v94L,WZCLD2D49B85F8494107B013DD898F475FA3,102336382,780000,780000,420005,7,4,1,3,2,中国银行,10SEP2018:18:06:34,10SEP2018,10SEP2018:18:06:09,10SEP2018:18:10:01,0,20181102
TQYJK20180910e8U7j9X922,XDCLB1C001152D694DA886FF5C19157E28B1,104007416,150000,150000,420002,99,2,1,1,1,工商银行,10SEP2018:18:08:44,10SEP2018,10SEP2018:18:08:31,10SEP2018:18:08:44,0,20181102
TQYJK20180910I6H111y97o,WZCL2558E02D746545A182B5305200D0ADED,102336382,780000,780000,420005,7,4,1,3,2,中国银行,10SEP2018:18:11:08,10SEP2018,10SEP2018:18:10:47,10SEP2018:18:15:01,0,20181102
TQYJK201809107pWr0566g4,XDCL7A0EB73FF9664F2E8AB30C7E98E4B820,101961037,480000,480000,420002,99,2,1,3,1,交通银行,10SEP2018:18:17:44,10SEP2018,10SEP2018:18:17:25,10SEP2018:18:17:44,0,20181102
TQYJK20180910d602LC5gSb,WZCLD9FE9372CA87435F9804D6F7FC76378B,102336382,780000,780000,420005,7,4,1,6,2,中国银行,10SEP2018:18:20:07,10SEP2018,10SEP2018:18:19:46,10SEP2018:18:25:04,0,20181102
TQYJK20180910NPHSU3589D,WZCLF41B683DEE8C4ACFA6EB798F27E79156,100687518,70000,70000,420003,99,2,1,1,1,工商银行,10SEP2018:18:28:40,10SEP2018,10SEP2018:18:28:22,10SEP2018:18:28:41,0,20181102
TQYJK201809102HRZp566i7,WZCL1E65FDF04D5F49568FC81B617599A5BA,101277764,120000,120000,420003,99,2,1,1,1,工商银行,10SEP2018:18:29:16,10SEP2018,10SEP2018:18:28:59,10SEP2018:18:29:17,0,20181102
TQYJK2018091071V8Qg3D60,XDCL5806C40B928E4E31ADB0945CC3E97C16,103841195,130000,130000,420002,99,2,1,1,1,农业银行,10SEP2018:18:36:51,10SEP2018,10SEP2018:18:36:22,10SEP2018:18:36:51,0,20181102
TQYJK2018091066KAX1N4jx,XDCL841C2D0B2725470AB05500959BC0440A,104557449,150000,150000,420002,99,2,1,1,1,农业银行,10SEP2018:18:46:16,10SEP2018,10SEP2018:18:45:58,10SEP2018:18:46:16,0,20181102
TQYJK20180910P9G85553Z0,XDCL7882E85EA34B424894374CCF6158EAFA,100607730,280000,280000,420002,99,2,1,3,1,工商银行,10SEP2018:19:54:35,10SEP2018,10SEP2018:19:54:19,10SEP2018:19:54:36,0,20181102
TQYJK201809107e65QLK8pS,,102336382,780000,780000,420005,2,0,1,3,2,中国银行,,,10SEP2018:20:22:48,,0,20181102
TQYJK201809103i0yGg6J36,WZCL1F91C5F75A4E475EA25D8AF1E39861A2,102336382,780000,780000,420005,7,4,1,3,2,中国银行,10SEP2018:20:23:18,10SEP2018,10SEP2018:20:22:57,10SEP2018:20:25:00,0,20181102
TQYJK201809109601t2k8YL,WZCLC7992BEB0AD94D7FBF8DA761D475191B,102336382,780000,780000,420005,7,4,1,3,2,中国银行,10SEP2018:20:33:36,10SEP2018,10SEP2018:20:33:10,10SEP2018:20:40:01,0,20181102
TQYJK2018091026oY80OD6T,XDCLC22F70F4F006428988C5C003D07A51DD,102947080,150000,150000,420002,99,2,1,1,1,建设银行,10SEP2018:22:17:47,10SEP2018,10SEP2018:22:17:28,10SEP2018:22:17:47,0,20181102
TQYJK20180910368y523X8h,XDCLB0758F0B015349A88FF346CCBC600BAD,103470775,80000,80000,420002,99,2,1,1,1,建设银行,10SEP2018:22:36:43,10SEP2018,10SEP2018:22:36:30,10SEP2018:22:36:43,0,20181102
TQYJK201809104g956YNz8r,XDCLAD07881E653449F0AA4AC798D37914CE,104450399,130000,130000,420002,3,0,1,1,1,工商银行,,,10SEP2018:23:09:57,10SEP2018:23:10:01,0,20181102
TQYJK20180910D7869JHrD3,XDCLC5FFA0997FFC48CFB040E9AE13F1FE07,104450399,130000,130000,420002,99,2,1,1,1,工商银行,10SEP2018:23:10:23,10SEP2018,10SEP2018:23:10:11,10SEP2018:23:10:23,0,20181102
TQYJK20180911Fl9ifjE5L1,WZCL5A1F4F99E7B34DDA9E8C51EEF7B15013,102336382,780000,780000,420005,99,2,1,6,2,中国银行,11SEP2018:06:10:21,11SEP2018,11SEP2018:06:10:00,11SEP2018:06:10:27,0,20181102
TQYJK2018091185rTP105S5,XDCL5B20D8768EA14A68AF18DD03ADA89A70,103497489,100000,100000,420002,99,2,1,1,1,农业银行,11SEP2018:06:57:31,11SEP2018,11SEP2018:06:57:08,11SEP2018:06:57:31,0,20181102
TQYJK2018091163800634ri,XDCL2104B441AE4A48EA9E30AB0B8CD09A8A,102380196,150000,150000,420002,99,2,1,1,1,工商银行,11SEP2018:08:20:06,11SEP2018,11SEP2018:08:19:51,11SEP2018:08:20:07,0,20181102
TQYJK201809116c37460f2b,WZCLDD35AC47D6144F05BCE136BB4A23EC1A,104521393,170000,170000,420003,99,2,1,3,1,建设银行,11SEP2018:09:01:16,11SEP2018,11SEP2018:09:00:03,11SEP2018:09:01:17,0,20181102
TQYJK201809112e6LvY879p,WZCL8D46D565533E4AC991B0FF6714EF85EE,104989017,550000,550000,420005,7,4,1,12,2,中国邮政储蓄银行,11SEP2018:09:40:54,11SEP2018,11SEP2018:09:40:39,11SEP2018:09:45:05,0,20181102
TQYJK2018091135QrQJlu2K,XDCL5063F1ACEF574967AB48FB30256D7E9B,102709164,60000,60000,420002,99,2,1,1,1,建设银行,11SEP2018:10:19:26,11SEP2018,11SEP2018:10:18:25,11SEP2018:10:19:26,0,20181102
TQYJK20180911D0645F91ZY,XDCL6EF6EF46FA7A4DC69920C91D2DEB4591,10474089,110000,110000,420002,99,2,1,1,1,工商银行,11SEP2018:10:35:58,11SEP2018,11SEP2018:10:35:44,11SEP2018:10:35:58,0,20181102
TQYJK201809119DDOm041lK,WZCL5812F703A6BB4171BFC1E2247FB7FC03,103595994,80000,80000,420003,99,2,1,1,1,建设银行,11SEP2018:10:36:17,11SEP2018,11SEP2018:10:36:01,11SEP2018:10:36:18,0,20181102
TQYJK20180911y2SM2b8Z9W,WZCLDBD1F8B06DB947BAB6C8C7F26A84BD15,101050016,130000,130000,420003,99,2,1,1,1,交通银行,11SEP2018:10:50:06,11SEP2018,11SEP2018:10:49:31,11SEP2018:10:50:07,0,20181102
TQYJK20180911v80A6Y428X,XDCL3A1E8DDDA2D642089A709E9890879DE8,101859472,290000,290000,420002,99,2,1,3,1,工商银行,11SEP2018:11:02:03,11SEP2018,11SEP2018:11:01:50,11SEP2018:11:02:03,0,20181102
TQYJK201809115C65i72936,XDCLDA06D603F8F347B08EDA75FC14A03E06,101733347,140000,140000,420002,99,2,1,1,1,农业银行,11SEP2018:11:08:06,11SEP2018,11SEP2018:11:07:48,11SEP2018:11:08:07,0,20181102
TQYJK20180911900NvBQ93b,XDCLC3CCF90273C1406B91BD816366D0DF53,10073190,130000,130000,420002,99,2,1,1,1,中国银行,11SEP2018:12:41:41,11SEP2018,11SEP2018:12:41:17,11SEP2018:12:41:41,0,20181102
TQYJK20180911Lw46KN0zV9,XDCL4DBFB54983284E5DB7CCEEBF95FDB3C9,100548853,60000,60000,420002,99,2,1,1,1,中国银行,11SEP2018:12:43:35,11SEP2018,11SEP2018:12:43:12,11SEP2018:12:43:35,0,20181102
TQYJK20180911516x883524,WZCLD056E0B3755743DFAA4C7C4696B8DFD0,103019222,300000,300000,420003,99,2,1,3,1,交通银行,11SEP2018:13:19:52,11SEP2018,11SEP2018:13:19:36,11SEP2018:13:19:52,0,20181102
TQYJK20180911G42R7523g8,XDCL4B31557DDF57483E8B4D3E48C5420734,101674470,120000,120000,420002,99,2,1,1,1,农业银行,11SEP2018:13:35:43,11SEP2018,11SEP2018:13:35:25,11SEP2018:13:35:43,0,20181102
TQYJK20180911a28ax812iy,WZCL28C5B4266E3C454F8A6FC6EE15C5386A,103253566,60000,60000,420003,3,0,1,1,1,中国邮政储蓄银行,,,11SEP2018:13:40:51,11SEP2018:13:41:01,0,20181102
TQYJK20180911441T91c94O,XDCL5962773BDC2E4879A3A6BCBCA6F9C283,101181006,90000,90000,420002,99,2,1,1,1,农业银行,11SEP2018:13:41:52,11SEP2018,11SEP2018:13:41:24,11SEP2018:13:41:53,0,20181102
TQYJK20180911xw80V09UH1,WZCL16A87A84D6FB4A248663F816CD0B81B5,103253566,60000,60000,420003,3,0,1,1,1,中国邮政储蓄银行,,,11SEP2018:13:41:34,11SEP2018:13:41:38,0,20181102
TQYJK201809113W69pO4M4b,XDCLCB2949A6CECA4A468ED4839C199D46A8,102209256,140000,140000,420002,99,2,1,1,1,中国工商银行,11SEP2018:14:08:31,11SEP2018,11SEP2018:14:08:15,11SEP2018:14:08:31,0,20181102
TQYJK2018091170Mdohl3eI,XDCLA7C49B98EE3F4D76B73A563A59174FEB,101440805,200000,200000,420002,99,2,1,3,1,农业银行,11SEP2018:14:09:35,11SEP2018,11SEP2018:14:09:21,11SEP2018:14:09:36,0,20181102
TQYJK20180911m7n013G3m5,WZCL44A8816957824F8581D78F987DB498BD,104970419,100000,100000,420003,99,2,1,1,1,交通银行,11SEP2018:14:48:44,11SEP2018,11SEP2018:14:48:24,11SEP2018:14:48:44,0,20181102
TQYJK201809114541l1277V,WZCLB2D9561C8EEF4EFFA79E773093015B43,103612992,500000,500000,420003,99,2,1,3,1,工商银行,11SEP2018:15:43:04,11SEP2018,11SEP2018:15:42:47,11SEP2018:15:43:05,0,20181102
TQYJK20180911Vl9x667SG3,XDCL9A74688E775948258F219D0D416ABBC5,101439861,50000,50000,420002,99,2,1,1,1,中国银行,11SEP2018:16:03:24,11SEP2018,11SEP2018:16:02:51,11SEP2018:16:03:25,0,20181102
TQYJK201809110S57J1W2Hk,WZCL4BE1C985E2CA4825AD78847940E3B097,102892215,90000,90000,420003,99,2,1,1,1,工商银行,11SEP2018:16:25:02,11SEP2018,11SEP2018:16:24:41,11SEP2018:16:25:03,0,20181102
TQYJK201809118w323i3946,XDCL251507FA8EC546299C16901030A3F26E,102435357,100000,100000,420002,3,0,1,1,1,建设银行,,,11SEP2018:17:53:27,11SEP2018:17:53:33,0,20181102
TQYJK2018091168pI2zVT6K,XDCL2E0B467E56A54E5A9BD073478810C1DC,102435357,100000,100000,420002,99,2,1,1,1,建设银行,11SEP2018:17:53:53,11SEP2018,11SEP2018:17:53:40,11SEP2018:17:53:53,0,20181102
TQYJK20180911g285xKlZtw,WZCLB0593DA1BB1C404C8454F326A74358BC,100279664,130000,130000,420003,99,2,1,1,1,农业银行,11SEP2018:23:40:21,11SEP2018,11SEP2018:23:40:04,11SEP2018:23:40:22,0,20181102
TQYJK20180912ig3n2tcABg,XDCLD8690E9129F74216B8FAD7B822CF9FAD,10249339,120000,120000,420002,99,2,1,1,1,工商银行,12SEP2018:01:04:04,12SEP2018,12SEP2018:01:03:44,12SEP2018:01:04:05,0,20181102
TQYJK2018091240Bou247ne,WZCL089C9AE7154F43D38552F66DBC0AFC68,102706126,120000,120000,420003,99,2,1,1,1,工商银行,12SEP2018:08:40:09,12SEP2018,12SEP2018:08:39:49,12SEP2018:08:40:10,0,20181102
TQYJK20180912M9NU499593,XDCLA05D558646414607B0408C897E038A45,103141637,300000,300000,420002,99,2,1,1,1,中国邮政储蓄银行,12SEP2018:10:09:47,12SEP2018,12SEP2018:10:09:25,12SEP2018:10:09:47,0,20181102
TQYJK201809123q394Qi9LD,XDCL3322457961394CF0865BE1D74C59A610,101228030,100000,100000,420002,3,0,1,1,1,中国邮政储蓄银行,,,12SEP2018:10:12:28,12SEP2018:10:12:33,0,20181102
TQYJK20180912XNy1pK5jS1,XDCL2C13EDFB77864934A5BD82D1113EE675,101228030,100000,100000,420002,3,0,1,1,1,中国邮政储蓄银行,,,12SEP2018:10:12:40,12SEP2018:10:12:44,0,20181102
TQYJK201809124331f18D3l,XDCLF3C8BE47FCFB48A093FBF00E2A689A91,101228030,100000,100000,420002,3,0,1,1,1,中国邮政储蓄银行,,,12SEP2018:10:14:47,12SEP2018:10:14:51,0,20181102
TQYJK20180912NW44uj875s,XDCL08CB4EBA14D84E008B82F5B2002C400C,101228030,100000,100000,420002,3,0,1,1,1,中国邮政储蓄银行,,,12SEP2018:10:21:04,12SEP2018:10:21:08,0,20181102
TQYJK201809120kYG116545,XDCL8A60648DE6834DF7863BCE08E7A65C0E,101228030,100000,100000,420002,99,2,1,1,1,中国邮政储蓄银行,12SEP2018:10:40:09,12SEP2018,12SEP2018:10:39:55,12SEP2018:10:40:10,0,20181102
TQYJK20180912676biH2qEo,,102517409,340000,340000,420002,2,0,1,3,1,招商银行,,,12SEP2018:11:01:24,,0,20181102
